PrimaryDI|deviceRecordStatus|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
450099b0-dbf0-49b2-a198-e6372e0f5b64|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20621-240HP|20621-240HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, High Profile, 240 cc||||||true||true||true||||MR Safe|true||true|
8953a9f4-74ac-443f-8c63-87795169f6b2|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-650LP|20610-650LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 650 cc||||||true||true||true||||MR Safe|true||true|
3fa2a607-1b94-4b01-8af5-f78179a2715e|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-600LP|20610-600LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 600 cc||||||true||true||true||||MR Safe|true||true|
f8e7f681-eb47-40a6-94ac-0ea8aa065de5|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-500LP|20610-500LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 500 cc||||||true||true||true||||MR Safe|true||true|
0ef26b6c-e770-4bcc-8400-bca011defaa4|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-370LP|20610-370LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 370 cc||||||true||true||true||||MR Safe|true||true|
5b816033-5068-473c-9fc1-4ed57a95e98a|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-280LP|20610-280LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 280 cc||||||true||true||true||||MR Safe|true||true|
eccecbcd-bb18-4e2b-b8f3-e0a2b97c9da8|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-625MP|10621-625MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 625 cc||||||true||true||true||||MR Safe|true||true|
a25d431b-42d1-431d-9877-841de68eaa7e|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-325MP|10621-325MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 325 cc||||||true||true||true||||MR Safe|true||true|
ca69e305-eb36-4f48-8385-20aded3c0fba|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-385HP|10621-385HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, High Profile, 385 cc||||||true||true||true||||MR Safe|true||true|
e4cd67e2-c975-4d56-a52d-16b9c1ae9d8c|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-350HP|10621-350HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, High Profile, 350 cc||||||true||true||true||||MR Safe|true||true|
09a9c97c-66ef-4120-b7a5-a2a0e98eda7b|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-700LP|10610-700LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 700 cc||||||true||true||true||||MR Safe|true||true|
f6721e50-bef3-4be2-8f4f-f326c5c595c1|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-650LP|10610-650LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 650 cc||||||true||true||true||||MR Safe|true||true|
0e7d0730-d66b-4d0c-a2a8-470c9f8b6e75|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-600LP|10610-600LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 600 cc||||||true||true||true||||MR Safe|true||true|
56a93e8f-0490-4c7a-9862-14818d989117|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-340LP|10610-340LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 340 cc||||||true||true||true||||MR Safe|true||true|
2fece7cb-627f-42a7-b76e-f2433a2acf0d|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10521-225HP|10521-225HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate High Profile, 225 cc||||||true||true||true||||MR Safe|true||true|
0af48904-b620-4e4d-8a05-728f7de7b928|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-700MP|10512-700MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 700 cc||||||true||true||true||||MR Safe|true||true|
afcda5b4-04fa-4053-ab2c-526454669772|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-650MP|10512-650MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 650 cc||||||true||true||true||||MR Safe|true||true|
8736e2aa-63c9-4b17-bcc8-afabb694804b|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-600MP|10512-600MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 600 cc||||||true||true||true||||MR Safe|true||true|
6be818fb-6f9c-4024-a07e-e16525e2a2d8|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-470MP|10512-470MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 470 cc||||||true||true||true||||MR Safe|true||true|
0c762a93-05ee-47d9-99c4-032047ae3728|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-380MP|10512-380MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 380 cc||||||true||true||true||||MR Safe|true||true|
9ae4d771-d6a4-4ed6-abe9-b797f1dd55e4|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-350MP|10512-350MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 350 cc||||||true||true||true||||MR Safe|true||true|
ad031da6-a921-4a37-adc4-4a4aaebfa2c9|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-300MP|10512-300MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 300 cc||||||true||true||true||||MR Safe|true||true|
f40d8b21-bb36-4a5a-9d5f-dd5da7b30427|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-250MP|10512-250MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 250 cc||||||true||true||true||||MR Safe|true||true|
9477c10f-39fd-427a-88c6-89e47899a82c|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-230MP|10512-230MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 230 cc||||||true||true||true||||MR Safe|true||true|
ec60ed47-ee63-4f88-8378-ee9ff2cbe295|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-290|TSL-290|Allergan, Inc.|1|Natrelle Inspira TSL 290cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
4634623e-7ce5-48e8-a2f6-a7ef3ab1e0b7|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-170|TSL-170|Allergan, Inc.|1|Natrelle Inspira TSL 170cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e5843518-b1ee-4b00-8dba-2b9fcb781920|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-125|TSL-125|Allergan, Inc.|1|Natrelle Inspira TSL 125cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
57ab7339-da1c-4b3c-851e-ebe1bbd87f1c|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-800|SSX-800|Allergan, Inc.|1|Natrelle Inspira SSX 800cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
5a790165-1828-45a1-b4cb-d9aec2972eef|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-700|SSX-700|Allergan, Inc.|1|Natrelle Inspira SSX 700cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7c1c92db-5f7d-4f18-88fb-a5472d08884f|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-560|SSX-560|Allergan, Inc.|1|Natrelle Inspira SSX 560cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6b5f1f89-5694-4fd2-9e84-15e5cb3c3050|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-470|SSX-470|Allergan, Inc.|1|Natrelle Inspira SSX 470cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
da3757c6-08e0-4a4f-9c3b-15cab8df0437|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-225|SSX-225|Allergan, Inc.|1|Natrelle Inspira SSX 225cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
67ff5e52-7648-4c6d-aec6-49a3f8c6abe8|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-200|SSX-200|Allergan, Inc.|1|Natrelle Inspira SSX 200cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
ceca88b2-9a91-4ecf-950b-261560de1f81|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-560|SSF-560|Allergan, Inc.|1|Natrelle Inspira SSF 560cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b76bdf91-5cb0-44b2-b6c9-d52b87257272|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-520|SSF-520|Allergan, Inc.|1|Natrelle Inspira SSF 520cc BI (US)||||||true||true||true|||true|MR Safe|||true|
bf3ac010-b831-406b-9f32-b633d49e82fc|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-415|SSF-415|Allergan, Inc.|1|Natrelle Inspira SSF 415cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
07ed29aa-a581-4407-afcc-4740b2bae618|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-445|SSM-445|Allergan, Inc.|1|Natrelle Inspira SSM 445cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
1be9fcc9-1a56-410d-878d-90abacba71bb|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-295|SSM-295|Allergan, Inc.|1|Natrelle Inspira SSM 295cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6bc1ef91-2dd2-4160-9b85-63ffa1a0a414|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-210|SSM-210|Allergan, Inc.|1|Natrelle Inspira SSM 210cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
633b550e-f73b-4e8d-a828-8929c821df6c|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-540|SSLP-540|Allergan, Inc.|1|Natrelle Inspira SSLP 540cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
09e7b20f-6156-4982-94d1-c2d7b278e962|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-320|SSLP-320|Allergan, Inc.|1|Natrelle Inspira SSLP 320cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
a07ecfc8-f063-4432-99c2-666fa9034a33|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-280|SSLP-280|Allergan, Inc.|1|Natrelle Inspira SSLP 280cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b9f40c6a-539a-43a8-bd2b-926c31d1b6c9|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-250|SSLP-250|Allergan, Inc.|1|Natrelle Inspira SSLP 250cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
521f3016-d676-4437-b7b4-cab9d88edb64|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-220|SSLP-220|Allergan, Inc.|1|Natrelle Inspira SSLP 220cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7ae39c9a-b632-4131-80d5-ee16e995ea5b|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-205|SSLP-205|Allergan, Inc.|1|Natrelle Inspira SSLP 205cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
c5875b74-32b7-45c4-8759-6eaf3ec478bd|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-165|SSLP-165|Allergan, Inc.|1|Natrelle Inspira SSLP 165cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
bd34466b-9e2b-4786-8d25-c6421c2c0216|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-560|SSL-560|Allergan, Inc.|1|Natrelle Inspira SSL 560cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
0dbe4f7c-144f-408a-a2eb-dfe5587e0e39|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-510|SSL-510|Allergan, Inc.|1|Natrelle Inspira SSL 510cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
58b4c197-98d9-401b-b246-f602e07a6211|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-800|TCX-800|Allergan, Inc.|1|Natrelle Inspira TCX 800cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
603f57b0-3ec0-45e8-b24c-9eb44dbcb7bc|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-580|TCX-580|Allergan, Inc.|1|Natrelle Inspira TCX 580cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f4566987-59b4-4a73-a7fa-5e850a88fd10|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-545|TCX-545|Allergan, Inc.|1|Natrelle Inspira TCX 545cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
c3e8de4c-fb6e-4db2-a55b-41ff886b8e69|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-420|TCX-420|Allergan, Inc.|1|Natrelle Inspira TCX 420cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
1810c654-1682-4dee-ac2f-c4fe88124fb7|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-375|TCX-375|Allergan, Inc.|1|Natrelle Inspira TCX 375cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
45161664-311a-49c5-a827-60bc2172b542|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-285|TCX-285|Allergan, Inc.|1|Natrelle Inspira TCX 285cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b7b1c963-f7d4-49c3-b2b9-9994ea600407|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-520|TCF-520|Allergan, Inc.|1|Natrelle Inspira TCF 520cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
bb54c1e7-da33-437f-b0c1-89c36e37d217|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCM-685|TCM-685|Allergan, Inc.|1|Natrelle Inspira TCM 685cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
d7cb1460-40bb-4031-9f06-66229ef62084|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCM-520|TCM-520|Allergan, Inc.|1|Natrelle Inspira TCM 520cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
587f7719-3d02-4505-876b-b5e6aa42d87d|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCM-175|TCM-175|Allergan, Inc.|1|Natrelle Inspira TCM 175cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
10df47f1-f8c3-4af9-aee8-85aba8eb9512|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-400|TCLP-400|Allergan, Inc.|1|Natrelle Inspira TCLP 400cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
007278b3-d4fa-4dc3-b78c-04722e2c54ae|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-235|TCLP-235|Allergan, Inc.|1|Natrelle Inspira TCLP 235cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
25ce58d1-7b15-4a0b-bf53-a869dad76e42|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-220|TCLP-220|Allergan, Inc.|1|Natrelle Inspira TCLP 220cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6b532060-b8f5-47d0-a3a7-92be03c7bf1c|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-125|TCLP-125|Allergan, Inc.|1|Natrelle Inspira TCLP 125cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
1a3bf08a-6de6-43ef-95ed-8a33561ac221|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-610|TCL-610|Allergan, Inc.|1|Natrelle Inspira TCL 610cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
d685e5ca-c787-46e6-b82a-478fd3d44c78|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-410|TCL-410|Allergan, Inc.|1|Natrelle Inspira TCL 410cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e98b186e-5493-470f-af3a-3dbb7f412971|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-230|TCL-230|Allergan, Inc.|1|Natrelle Inspira TCL 230cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
913dd2a0-c3c3-4018-b374-a3280c05f6f1|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-545|SCX-545|Allergan, Inc.|1|Natrelle Inspira SCX 545cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
79027f99-f1f9-4e07-bb49-6946f589eb5d|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-525|SCX-525|Allergan, Inc.|1|Natrelle Inspira SCX 525cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e1b8905a-68bc-4904-ad1c-9173a46844bc|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-495|SCX-495|Allergan, Inc.|1|Natrelle Inspira SCX 495cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
fd3207e3-2dac-49ce-90ab-ab133de949e7|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-470|SCX-470|Allergan, Inc.|1|Natrelle Inspira SCX 470cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
a823bb70-a3ef-4fdb-88f1-682a7ce6ca69|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-445|SCX-445|Allergan, Inc.|1|Natrelle Inspira SCX 445cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b2553946-a63e-41ec-b9c6-8fae1f08d83a|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-340|SCX-340|Allergan, Inc.|1|Natrelle Inspira SCX 340cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
d42bcae3-7ac4-4049-a770-a0a44189c567|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-285|SCX-285|Allergan, Inc.|1|Natrelle Inspira SCX 285cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
8df9a8e2-6af7-45ed-9188-ac38f688ae40|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-650|SCF-650|Allergan, Inc.|1|Natrelle Inspira SCF 650cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e9059c6b-ccc8-4b39-8c98-548ba3a9585e|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-335|SCF-335|Allergan, Inc.|1|Natrelle Inspira SCF 335cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
0b788faf-5573-4b50-85bb-67a497b67787|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-295|SCF-295|Allergan, Inc.|1|Natrelle Inspira SCF 295cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
0121ec2a-252f-4238-988f-4ad98cb46e66|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-220|SCF-220|Allergan, Inc.|1|Natrelle Inspira SCF 220cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
51016622-3199-4559-8c58-66c12a508de2|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-685|SCM-685|Allergan, Inc.|1|Natrelle Inspira SCM 685cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
5d3d6a52-dc81-4f43-98c5-3e81d02326ac|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-520|SCM-520|Allergan, Inc.|1|Natrelle Inspira SCM 520cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
181ec0ed-45ec-4837-a632-2dbfcd2287ad|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-485|SCM-485|Allergan, Inc.|1|Natrelle Inspira SCM 485cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
a3798726-02ea-4113-b744-0f18e988e6ad|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-345|SCM-345|Allergan, Inc.|1|Natrelle Inspira SCM 345cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
26823545-a174-47e6-b30a-cb7ce3669e61|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-240|SCM-240|Allergan, Inc.|1|Natrelle Inspira SCM 240cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
cc62452b-b4f9-4487-b9d7-37864a77cfb2|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-210|SCM-210|Allergan, Inc.|1|Natrelle Inspira SCM 210cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
eb3db175-edd0-4533-974c-57473110124c|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-175|SCM-175|Allergan, Inc.|1|Natrelle Inspira SCM 175cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
500fc317-51d4-42e5-ac40-fe18dbc9810a|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCLP-440|SCLP-440|Allergan, Inc.|1|Natrelle Inspira SCLP 440cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
73b99b72-7cf6-4423-a9b2-1c2cf7ffb264|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCLP-300|SCLP-300|Allergan, Inc.|1|Natrelle Inspira SCLP 300cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7d230638-64b6-4663-9832-199d047cb419|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCL-510|SCL-510|Allergan, Inc.|1|Natrelle Inspira SCL 510cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
9caadbd1-eb9b-4bc8-8c85-d751fbc48ec4|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCL-290|SCL-290|Allergan, Inc.|1|Natrelle Inspira SCL 290cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
5cd27afa-e2d1-443e-8b10-8fdb7237a5a8|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCL-260|SCL-260|Allergan, Inc.|1|Natrelle Inspira SCL 260cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
020ece01-59e9-45c1-8d97-8a9bbe32c3c4|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCL-140|SCL-140|Allergan, Inc.|1|Natrelle Inspira SCL 140cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6572fb5c-6d9d-455d-8f72-3a2a68ec8305|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRX-650|TRX-650|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRX-650 Gel Round Extra Full Txt||||||true||true||true|||true|MR Safe|true||true|
352de8a3-7b2c-4541-8fbd-a7890ab53564|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRX-560|TRX-560|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRX-560 Gel Round Extra Full Txt||||||true||true||true|||true|MR Safe|true||true|
a48214c1-8037-4365-a558-da7e57b1b42a|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRX-470|TRX-470|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRX-470 Gel Round Extra Full Txt||||||true||true||true|||true|MR Safe|true||true|
fa8e7699-f240-47ef-a176-9d197e19198c|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRX-375|TRX-375|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRX-375 Gel Round Extra Full Txt||||||true||true||true|||true|MR Safe|true||true|
d106a5dd-625e-4a01-9f94-a3f18f3b742d|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRF-695|TRF-695|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRF-695 Gel Round Full Txt||||||true||true||true|||true|MR Safe|true||true|
5496b164-d74c-4fb1-8cb9-ed51425373d1|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRF-325|TRF-325|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRF-325 Gel Round Full Txt||||||true||true||true|||true|MR Safe|true||true|
95e27a5a-3924-41dd-ab55-5ed3211481e7|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRF-265|TRF-265|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRF-265 Gel Round Full Txt||||||true||true||true|||true|MR Safe|true||true|
4dfb81ea-f4e3-4dfd-ba3e-4f011009f69b|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRM-520|TRM-520|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRLP-520 Gel Round Moderate Txt||||||true||true||true|||true|MR Safe|true||true|
d1818774-7423-4f46-9722-efeac53e15a9|Published|2018-02-28||In Commercial Distribution|Natrelle INSPIRA Breast Implants|TRM-485|TRM-485|Allergan, Inc.|1|NATRELLE INSPIRA Sty TRLP-485 Gel Round Moderate Txt||||||true||true||true|||true|MR Safe|true||true|
